"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.2027018661.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.immutable.List.map (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        scala.collection.immutable.List.map (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.analyze (viper.silver.ast.Program)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.Trigger$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.Trigger$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.Trigger$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.2027018661.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.immutable.List.map (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        scala.collection.immutable.List.map (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.analyze (viper.silver.ast.Program)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$1 (viper.silver.ast.Program, viper.silicon.interfaces.PreambleContributor)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.Quantification$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.Quantification$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.Quantification$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.state.terms.Forall$.apply (scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.state.terms.Trigger, String)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.state.terms.Forall$.apply (scala.collection.immutable.Seq, viper.silicon.state.terms.Term, viper.silicon.state.terms.Trigger)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.supporters.functions.FunctionData.<init> (viper.silver.ast.Function, int, scala.collection.immutable.ListSet, viper.silver.ast.Program, viper.silicon.state.SymbolConverter, viper.silicon.supporters.functions.HeapAccessReplacingExpressionTranslator, viper.silicon.state.IdentifierFactory, scala.Function1, viper.silicon.Config, viper.silver.plugin.PluginAwareReporter)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.$anonfun$analyze$2 (viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider.functionsSupporter., viper.silver.ast.Program, scala.Tuple2)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$$$Lambda$1354.2027018661.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         scala.collection.immutable.List.map (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          scala.collection.immutable.List.map (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.SortDecl$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.SortDecl$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.SortDecl$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.supporters.DefaultDomainsContributor.$anonfun$declareSortsAfterAnalysis$1 (viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.supporters.DefaultDomainsContributor.$anonfun$declareSortsAfterAnalysis$1$adapted (viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.supporters.DefaultDomainsContributor$$Lambda$1366.163301275.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.IterableOnceOps.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        scala.collection.IterableOnceOps.foreach$ (scala.collection.IterableOnceOps, scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         scala.collection.AbstractIterable.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.supporters.DefaultDomainsContributor.declareSortsAfterAnalysis (viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.sorts$Perm$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.sorts$Perm$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.sorts$Perm$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.decider.TermToSMTLib2Converter.doRender (viper.silicon.state.terms.Sort, boolean)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.decider.TermToSMTLib2Converter.render (viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.decider.TermToSMTLib2Converter.render (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.decider.TermToSMTLib2Converter.convert (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.decider.Z3ProverStdIO.declare (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.verifier.DefaultMasterVerifier$allProvers$.declare (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.supporters.DefaultDomainsContributor.$anonfun$declareSortsAfterAnalysis$1 (viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.SortWrapperDecl$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.SortWrapperDecl$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.SortWrapperDecl$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1$adapted (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1372.1426849846.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.immutable.List.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.verifier.DefaultMasterVerifier.emitSortWrappers (scala.collection.Iterable, viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.verifier.DefaultMasterVerifier.analyzeProgramAndEmitPreambleContributions (viper.silver.ast.Program, viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.SortWrapperId$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.SortWrapperId$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.SortWrapperId$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.state.terms.SortWrapperDecl.<init> (viper.silicon.state.terms.Sort, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.state.terms.SortWrapperDecl$.apply (viper.silicon.state.terms.Sort, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1$adapted (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1372.1426849846.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         scala.collection.immutable.List.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.emitSortWrappers (scala.collection.Iterable, viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.FunctionDecl$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.FunctionDecl$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.FunctionDecl$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.decider.TermToSMTLib2Converter.render (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.decider.TermToSMTLib2Converter.convert (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.decider.Z3ProverStdIO.declare (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier$allProvers$.declare (viper.silicon.state.terms.Decl)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1 (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.verifier.DefaultMasterVerifier.$anonfun$emitSortWrappers$1$adapted (viper.silicon.verifier.DefaultMasterVerifier, viper.silicon.interfaces.decider.ProverLike, viper.silicon.state.terms.Sort)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1372.1426849846.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.ConstDecl$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.ConstDecl$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.ConstDecl$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.supporters.functions.DefaultFunctionVerificationUnitProvider$functionsSupporter$.declareSymbolsAfterAnalysis (viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$4 (viper.silicon.interfaces.decider.ProverLike, viper.silicon.interfaces.PreambleContributor)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier.$anonfun$analyzeProgramAndEmitPreambleContributions$4$adapted (viper.silicon.interfaces.decider.ProverLike, viper.silicon.interfaces.PreambleContributor)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1378.1946776986.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        scala.collection.immutable.List.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.verifier.DefaultMasterVerifier.analyzeProgramAndEmitPreambleContributions (viper.silver.ast.Program, viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.Distinct$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.Distinct$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.Distinct$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.supporters.DefaultDomainsContributor.uniquenessAssumptionsAfterAnalysis ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.supporters.DefaultDomainsContributor.emitUniquenessAssumptionsAfterAnalysis (viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier.analyzeProgramAndEmitPreambleContributions (viper.silver.ast.Program, viper.silicon.interfaces.decider.ProverLike)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.Silicon.viper$silicon$Silicon$$runVerifier (viper.silver.ast.Program, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.Silicon$$anon$1.call ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.Silicon$$anon$1.call ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.FullPerm$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.FullPerm$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.FullPerm$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.state.State$.apply$default$19 ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.verifier.DefaultMasterVerifier.createInitialState (viper.silver.ast.Member, viper.silver.ast.Program)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$2 (viper.silicon.verifier.DefaultMasterVerifier, viper.silver.ast.Program, viper.silver.ast.Function)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1437.1854362645.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        scala.collection.immutable.List.flatMap (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.Silicon.viper$silicon$Silicon$$runVerifier (viper.silver.ast.Program, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.FullPerm","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.PermLiteral.<init> (viper.silicon.state.terms.Rational)","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.FullPerm.<init> ()","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.state.terms.FullPerm$.apply ()","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.state.State$.apply$default$19 ()","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.verifier.DefaultMasterVerifier.createInitialState (viper.silver.ast.Member, viper.silver.ast.Program)","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$2 (viper.silicon.verifier.DefaultMasterVerifier, viper.silver.ast.Program, viper.silver.ast.Function)","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1437.1854362645.apply (Object)","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         scala.collection.immutable.List.flatMap (scala.Function1)","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.verifier.DefaultMasterVerifier.verify (viper.silver.ast.Program, scala.collection.immutable.Seq)","48 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.Rational$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.Rational$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.Rational$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.state.terms.FullPerm.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.state.terms.FullPerm$.apply ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.state.State$.apply$default$19 ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.verifier.DefaultMasterVerifier.createInitialState (viper.silver.ast.Member, viper.silver.ast.Program)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.verifier.DefaultMasterVerifier.$anonfun$verify$2 (viper.silicon.verifier.DefaultMasterVerifier, viper.silver.ast.Program, viper.silver.ast.Function)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.verifier.DefaultMasterVerifier$$Lambda$1437.1854362645.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          scala.collection.immutable.List.flatMap (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.Implies$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.Implies$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.Implies$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1 (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1$adapted (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1454.1940404725.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.immutable.List.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.decider.LayeredPathConditionStackLike.conditionalized (scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.decider.LayeredPathConditionStackLike.conditionalized$ (viper.silicon.decider.LayeredPathConditionStackLike, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.decider.DefaultRecordedPathConditions.conditionalized (scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.True$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.True$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.True$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1 (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1$adapted (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1454.1940404725.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.immutable.List.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.decider.LayeredPathConditionStackLike.conditionalized (scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.decider.LayeredPathConditionStackLike.conditionalized$ (viper.silicon.decider.LayeredPathConditionStackLike, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.decider.DefaultRecordedPathConditions.conditionalized (scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.True","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.True.<init> ()","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.True$.apply ()","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.state.terms.True$.apply ()","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     scala.Option.getOrElse (scala.Function0)","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1 (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1$adapted (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1454.1940404725.apply (Object)","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         scala.collection.immutable.List.foreach (scala.Function1)","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"          viper.silicon.decider.LayeredPathConditionStackLike.conditionalized (scala.collection.immutable.Seq)","40 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"viper.silicon.state.terms.And$","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
" java.lang.Object.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"  viper.silicon.state.terms.And$.<init> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"   viper.silicon.state.terms.And$.<clinit> ()","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"    viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1 (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"     viper.silicon.decider.LayeredPathConditionStackLike.$anonfun$conditionalized$1$adapted (scala.runtime.ObjectRef, scala.runtime.ObjectRef, viper.silicon.decider.PathConditionStackLayer)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"      viper.silicon.decider.LayeredPathConditionStackLike$$Lambda$1454.1940404725.apply (Object)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"       scala.collection.immutable.List.foreach (scala.Function1)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"        viper.silicon.decider.LayeredPathConditionStackLike.conditionalized (scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
"         viper.silicon.decider.LayeredPathConditionStackLike.conditionalized$ (viper.silicon.decider.LayeredPathConditionStackLike, scala.collection.immutable.Seq)","16 B (0%)","1 (0%)","1 (0%)","1’267.0","1"
